@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric

@data
338,'2018/07/12 22:25:00:441',9,394.688385,410.955994,47.557297,464.265442,363.66861,64.873505,339.659698,362.614838,67.255928,353.830566,431.661743,51.283222,330.622681,415.357727,48.940144,0.2
339,'2018/07/12 22:25:00:497',9,394.470032,411.796509,47.469505,464.94397,364.429718,64.844513,340.364136,363.403259,67.215797,354.425232,432.297729,51.237789,331.302704,415.992371,48.891426,0.2
340,'2018/07/12 22:25:00:553',9,390.725555,411.205505,47.67688,460.476654,363.833099,65.286087,335.694397,363.138947,67.501366,351.820129,431.817139,51.429714,328.651428,415.490173,49.094318,0.2
341,'2018/07/12 22:25:00:610',9,386.763794,409.994904,48.048382,455.495392,362.304962,65.708084,330.526398,361.955811,67.862762,348.23645,430.705536,51.821384,324.811768,414.508057,49.440411,0.2
342,'2018/07/12 22:25:00:667',9,385.216309,408.642334,48.325871,453.702789,361.860748,65.974564,328.432129,361.435852,68.160736,346.34964,429.999512,52.036449,322.972473,413.836487,49.633251,0.2
343,'2018/07/12 22:25:00:721',9,386.663177,408.312195,48.381668,455.274597,361.972412,65.945999,329.756165,361.335266,68.173302,347.255707,429.978485,52.018036,323.873749,413.802856,49.615223,0.2
344,'2018/07/12 22:25:00:777',9,389.461761,408.124939,48.240849,459.624786,361.385498,65.732681,333.620178,360.494751,68.046654,350.285919,429.777466,51.798248,326.709595,413.500458,49.468571,0.2
345,'2018/07/12 22:25:00:835',9,390.718872,407.771118,48.123745,461.687561,360.411133,65.546257,335.326965,359.480103,67.874931,351.638458,429.418823,51.649517,328.029022,413.105774,49.338531,0.2
346,'2018/07/12 22:25:00:891',9,389.57312,406.67865,48.015491,459.942627,359.132385,65.405807,333.500427,358.408844,67.711891,350.378418,428.597534,51.47908,326.695435,412.308655,49.166859,0.2
347,'2018/07/12 22:25:00:948',9,386.354553,405.930603,47.984901,455.902893,358.323425,65.400742,329.700867,357.681885,67.652527,346.956635,427.789276,51.482807,323.322937,411.533173,49.135151,0.2
348,'2018/07/12 22:25:01:002',9,384.884186,405.717468,47.972881,453.385529,358.693542,65.445053,328.177917,358.14563,67.630676,345.435272,427.444427,51.642841,321.954163,411.26239,49.210522,0.2
349,'2018/07/12 22:25:01:058',9,385.564423,405.95108,48.001278,454.049866,359.181213,65.448967,329.232544,358.637512,67.638985,346.02356,427.589752,51.716526,322.606354,411.411072,49.273018,0.2
350,'2018/07/12 22:25:01:111',9,388.812897,406.419312,48.041191,457.789459,359.471436,65.430984,333.104614,358.905212,67.691193,349.256866,427.901276,51.800694,325.76535,411.734863,49.36396,0.2
351,'2018/07/12 22:25:01:169',9,392.022461,406.911499,48.043919,461.806519,359.760437,65.421516,337.21875,359.112427,67.761101,352.584656,428.077179,51.862396,329.049042,411.894867,49.443474,0.2
352,'2018/07/12 22:25:01:226',9,392.873047,406.945984,48.062786,462.824585,359.80426,65.448212,338.36853,359.113953,67.805328,353.138885,428.01947,51.916859,329.843506,411.803558,49.502399,0.2
353,'2018/07/12 22:25:01:279',9,393.269897,406.073425,48.348492,462.766998,359.368378,65.796051,338.473114,358.812622,68.120369,353.387115,427.409668,52.171684,330.182617,411.102112,49.793339,0.2
354,'2018/07/12 22:25:01:335',9,392.686615,404.377289,48.786831,461.406616,358.377991,66.280441,336.512299,357.436462,68.505547,353.723633,426.824341,52.43045,330.374298,410.438782,50.122864,0.2
355,'2018/07/12 22:25:01:393',9,391.932648,403.474945,48.983864,460.752869,357.746277,66.468231,335.531372,356.924805,68.656494,353.556396,426.608093,52.513752,330.312134,410.205719,50.227646,0.2
356,'2018/07/12 22:25:01:451',9,391.388153,403.131958,49.043606,460.614929,357.491333,66.529068,335.113281,356.720398,68.707069,353.371918,426.535126,52.5247,330.262299,410.122375,50.250145,0.2
357,'2018/07/12 22:25:01:506',9,390.705841,402.559357,49.046219,460.039398,357.10144,66.487503,334.307861,356.450867,68.701797,352.874298,426.681458,52.384136,330.22522,410.327698,50.12598,0.2
358,'2018/07/12 22:25:01:563',9,391.140137,402.342621,49.025436,459.689667,357.133392,66.39135,333.807587,356.70343,68.645805,352.203583,427.001465,52.200748,330.034698,410.636658,49.987457,0.2
359,'2018/07/12 22:25:01:620',9,390.823792,402.726898,48.945713,458.808716,358.223633,66.255539,332.632294,357.331726,68.524963,350.83783,427.584351,52.051476,329.024506,411.197937,49.858429,0.2
360,'2018/07/12 22:25:01:676',9,389.467346,403.157471,48.843758,457.677185,358.866211,66.161636,331.319794,357.787292,68.427193,349.340851,427.955139,51.998886,327.694153,411.571381,49.796867,0.2
361,'2018/07/12 22:25:01:733',9,387.768372,403.049164,48.769562,456.57959,358.782532,66.100456,330.204132,357.472656,68.376877,347.590363,427.763794,51.962257,326.088989,411.348877,49.760769,0.2
362,'2018/07/12 22:25:01:788',9,386.374542,402.142151,48.770912,455.679932,357.793091,66.099289,329.335022,356.390686,68.412582,346.216064,426.886719,51.968388,324.74762,410.442322,49.780483,0.2
363,'2018/07/12 22:25:12:247',10,350.579712,402.61972,42.215015,459.541779,361.265198,60.958176,389.739502,351.428101,64.555565,310.483917,360.518463,62.138771,348.760101,405.701843,40.424442,0.3
364,'2018/07/12 22:25:12:305',10,368.712219,401.559021,42.190369,461.527344,361.293579,60.723351,391.361755,351.433685,64.383064,311.573364,359.509583,61.918617,347.446075,402.629242,39.622131,0.3
365,'2018/07/12 22:25:12:363',10,370.011169,403.838623,42.155083,464.369049,362.376892,60.548889,393.946228,352.125488,64.231812,313.830475,360.512268,61.829121,349.359528,404.645081,39.486359,0.3
366,'2018/07/12 22:25:12:419',10,371.169708,405.829559,42.196812,465.044495,363.261871,60.403481,394.176117,352.355103,64.044754,313.769897,360.72583,61.653755,349.292938,406.40506,39.463093,0.3
367,'2018/07/12 22:25:12:476',10,371.504669,409.10144,42.462387,464.374756,365.261322,60.46629,392.686218,353.700409,64.037689,312.033112,362.446564,61.635727,349.125854,409.878723,39.714947,0.3
368,'2018/07/12 22:25:12:532',10,367.235687,411.475677,42.55098,461.584564,368.972839,60.709068,388.631989,356.536377,64.243301,307.139313,365.411163,61.674889,347.532715,412.224915,39.820911,0.3
369,'2018/07/12 22:25:12:589',10,360.380035,412.887268,42.695072,459.956665,371.484985,61.061714,386.051056,358.699097,64.591782,304.108673,367.73761,61.909996,346.954071,413.876556,40.09684,0.3
370,'2018/07/12 22:25:12:645',10,361.833252,414.447754,43.055531,460.228149,372.438507,61.363846,385.413086,359.507629,64.888412,303.399414,369.087738,62.188881,348.842834,415.846039,40.540661,0.3
371,'2018/07/12 22:25:12:704',10,365.871857,414.238892,43.453354,463.13147,372.063568,61.600388,387.616089,358.407318,65.172493,305.480255,368.522278,62.514606,352.854126,416.178894,41.080193,0.3
372,'2018/07/12 22:25:12:762',10,369.471558,412.887817,43.6875,467.208984,370.553345,61.710808,392.015198,356.651642,65.320282,309.355835,366.956207,62.731419,356.497101,415.128723,41.386272,0.3
373,'2018/07/12 22:25:12:817',10,374.514648,412.875153,43.883175,474.285095,369.57489,61.585438,399.406982,355.365234,65.237152,316.23175,365.992371,62.805279,362.688812,415.536163,41.613392,0.3
374,'2018/07/12 22:25:12:874',10,375.860382,413.065735,43.853157,477.497406,370.273743,61.449306,402.814636,355.666626,65.161461,319.416199,366.230164,62.795727,364.946747,415.868805,41.572716,0.3
375,'2018/07/12 22:25:12:928',10,377.931427,414.549683,43.716358,480.670654,372.331451,61.25058,406.056885,357.940613,65.054932,322.674805,369.09375,62.73674,367.971008,417.495544,41.42115,0.3
376,'2018/07/12 22:25:12:982',10,377.722839,416.728027,43.513565,478.889465,375.764313,61.123539,403.734467,361.346558,64.917984,320.846741,372.818146,62.51976,368.583893,419.857025,41.237492,0.3
377,'2018/07/12 22:25:13:041',10,373.323975,418.307434,43.599503,473.055359,378.645538,61.320972,397.622101,363.749908,65.057938,315.000458,374.995453,62.564812,364.441864,421.722351,41.483238,0.3
378,'2018/07/12 22:25:13:095',10,365.008911,418.415894,43.755535,464.723816,379.048401,61.7099,389.037994,364.078735,65.317039,306.976013,375.454498,62.716309,358.980286,422.157593,41.840046,0.3
379,'2018/07/12 22:25:13:153',10,361.910095,416.726929,44.098866,459.861969,377.133667,62.062763,384.324615,362.326294,65.571777,302.515472,373.650482,62.945717,355.43335,420.847473,42.399082,0.3
380,'2018/07/12 22:25:13:210',10,364.856628,415.118561,44.790226,460.134277,374.39743,62.511971,384.37326,359.755554,65.96151,303.22522,371.524658,63.417358,357.162537,419.858521,43.474674,0.3
381,'2018/07/12 22:25:13:268',10,373.344055,412.99176,45.221916,465.773376,371.962524,62.755119,389.510773,357.353882,66.273636,308.961182,369.924438,63.819313,363.956329,418.196472,44.375847,0.3
382,'2018/07/12 22:25:13:325',10,382.305786,412.58847,45.312614,472.60434,371.751984,62.692097,395.895813,357.141479,66.298096,315.72934,370.253326,63.903969,372.026489,418.256165,44.900124,0.3
383,'2018/07/12 22:25:13:386',10,388.306946,413.723724,45.033489,480.217651,374.448944,62.182552,403.701324,359.214417,65.920334,323.258514,372.142273,63.574306,379.588196,420.083679,44.989456,0.3
384,'2018/07/12 22:25:13:439',10,391.028259,416.330078,44.838074,484.22995,378.585205,61.783966,408.31781,363.038452,65.637276,327.19873,375.263733,63.313942,382.953552,423.001099,44.993008,0.3
385,'2018/07/12 22:25:13:496',10,388.013611,419.419983,44.567253,482.568359,382.223267,61.69735,407.022247,366.924744,65.549507,325.447113,378.888062,63.162258,381.742767,426.031372,45.10704,0.3
386,'2018/07/12 22:25:13:552',10,378.334595,421.878479,43.915386,476.59314,384.541351,61.805489,400.882233,369.124878,65.617538,319.461182,381.187103,63.152718,376.946716,428.114197,45.320061,0.3
387,'2018/07/12 22:25:13:611',10,368.685638,422.37793,43.710892,468.653259,385.509705,62.080376,393.05603,369.613586,65.847313,311.709778,381.442596,63.304882,369.503632,428.499146,45.692032,0.3
388,'2018/07/12 22:25:13:668',10,362.336243,421.129028,44.017738,463.048798,383.415344,62.551208,387.503906,367.394409,66.275574,306.416138,379.601898,63.745369,364.760162,427.113312,46.358299,0.3
389,'2018/07/12 22:25:13:726',10,360.015381,418.168793,44.333115,460.449188,380.402374,62.919609,385.065338,364.23877,66.618866,303.984253,376.444214,64.074295,362.524567,424.140778,46.777576,0.3
390,'2018/07/12 22:25:13:782',10,359.638641,416.306122,44.448433,460.447601,378.221558,63.019463,385.52597,361.960388,66.717751,304.479065,374.199158,64.22287,362.347046,422.223694,46.956604,0.3
391,'2018/07/12 22:25:13:838',10,361.479858,415.428894,44.522163,461.963959,376.95871,63.132816,387.212341,360.788818,66.824509,306.391174,373.367249,64.342644,364.353638,421.353577,47.073597,0.3
392,'2018/07/12 22:25:13:896',10,364.412292,415.586182,44.577335,464.026855,376.989319,63.190422,389.247284,360.940796,66.897202,308.573822,373.745178,64.416054,366.717621,421.534821,47.165611,0.3
393,'2018/07/12 22:25:13:953',10,367.235687,416.685913,44.635689,465.422791,378.112091,63.230995,390.496948,362.090607,66.948715,310.046295,375.118835,64.452217,368.80191,422.648438,47.235126,0.3
394,'2018/07/12 22:25:14:007',10,368.769745,418.501526,44.661999,466.040741,379.938904,63.294346,390.880615,364.038391,67.01799,310.675751,377.244293,64.491859,370.290619,424.472137,47.299992,0.3
395,'2018/07/12 22:25:16:536',11,363.510162,416.653259,41.490009,468.348389,376.947296,62.477272,393.67749,365.249695,65.951759,314.588104,374.581421,63.729538,367.516022,427.457825,46.951984,0.3
396,'2018/07/12 22:25:16:591',11,363.466949,416.931274,41.520996,467.687683,378.046539,62.556259,393.165039,366.341553,66.028946,313.826691,375.490814,63.782883,366.483521,427.974304,46.993786,0.3
397,'2018/07/12 22:25:16:647',11,362.833893,416.872772,41.701462,466.777405,377.466614,62.706238,392.210297,365.75943,66.157059,312.875732,375.05777,63.917805,365.845093,427.815216,47.19516,0.3
398,'2018/07/12 22:25:16:702',11,359.949463,413.716797,41.723938,465.771851,375.81366,62.94297,391.581879,363.667725,66.395721,311.857361,372.422485,64.120712,363.475128,424.841431,47.223919,0.3
399,'2018/07/12 22:25:16:760',11,360.892212,411.78064,41.681313,467.666595,373.835693,62.943848,393.549835,361.614197,66.427277,313.751984,370.79718,64.187859,365.065491,422.944885,47.159435,0.3
400,'2018/07/12 22:25:16:816',11,365.387238,410.999786,41.761932,472.661713,372.240601,62.955254,398.517059,360.233276,66.494781,318.825745,369.87146,64.320656,370.069092,422.120331,47.210125,0.3
401,'2018/07/12 22:25:16:872',11,370.390869,411.818115,41.873356,477.941437,372.870728,62.961452,403.726166,361.046265,66.583466,324.114716,371.058594,64.463608,375.342224,422.96402,47.233093,0.3
402,'2018/07/12 22:25:16:930',11,373.197113,414.357605,41.923096,481.0914,375.356476,63.02462,406.653534,363.62738,66.660278,327.136139,373.84137,64.527733,379.003326,425.503235,47.2672,0.3
403,'2018/07/12 22:25:16:988',11,372.920349,418.999512,42.053402,479.236328,379.380127,63.138035,403.995087,367.625153,66.74498,324.659576,378.318512,64.543121,378.969757,430.032898,47.431004,0.3
404,'2018/07/12 22:25:17:044',11,369.656219,421.51004,42.159187,475.106171,383.033813,63.181656,399.396912,370.828247,66.844154,319.769806,381.483856,64.583038,374.913361,432.706726,47.46899,0.3
405,'2018/07/12 22:25:17:097',11,365.753235,422.974884,42.238537,469.590363,384.940155,63.336006,393.326355,372.548065,66.965042,313.63559,383.300323,64.603294,370.627472,434.195892,47.53228,0.3
406,'2018/07/12 22:25:17:152',11,361.32373,422.698242,42.268051,465.137787,385.024841,63.45969,388.799103,372.320007,67.052299,308.909485,382.8992,64.640236,366.195709,433.920105,47.580105,0.3
407,'2018/07/12 22:25:17:207',11,356.721436,420.822571,42.204613,462.175293,383.576111,63.448235,386.062256,370.475525,67.052139,305.562775,380.872314,64.660774,361.865295,431.992737,47.442581,0.3
408,'2018/07/12 22:25:17:260',11,353.574188,417.326294,42.076412,460.947845,380.670502,63.400776,385.432617,367.245422,66.960709,304.230621,376.885529,64.564583,358.30188,428.433929,47.258106,0.3
409,'2018/07/12 22:25:17:319',11,354.952911,415.242737,42.240013,462.712097,376.89563,63.420879,387.118347,363.719482,66.953239,305.843231,373.7901,64.626785,359.966431,426.034332,47.458191,0.3
410,'2018/07/12 22:25:17:376',11,358.739929,413.394409,42.233459,466.563324,373.887787,63.321869,390.744598,361.293457,66.892807,309.552368,372.036804,64.638,364.367157,424.055115,47.471519,0.3
411,'2018/07/12 22:25:17:431',11,363.765381,412.604126,42.179688,472.016205,372.322754,63.17115,396.170868,360.086243,66.792198,314.986603,371.264709,64.613037,369.876068,423.156647,47.477554,0.3
412,'2018/07/12 22:25:17:488',11,368.034851,412.569427,42.05637,476.476746,372.335724,63.061256,400.5177,360.257904,66.7202,319.272217,371.702209,64.545166,374.545563,423.098419,47.411366,0.3
413,'2018/07/12 22:25:17:545',11,371.822662,414.519226,41.919682,480.04129,373.828247,62.842262,403.948395,361.768066,66.514732,322.506378,373.499847,64.357437,378.26889,425.022461,47.379768,0.3
414,'2018/07/12 22:25:17:602',11,372.846527,415.781616,41.808823,480.098663,374.74823,62.503952,403.975922,362.66571,66.180717,322.306,374.801575,64.032684,379.037048,426.16333,47.162331,0.3
415,'2018/07/12 22:25:17:658',11,369.842896,416.777466,41.716988,474.786499,376.122192,62.329712,398.53183,364.078186,65.964813,316.6138,376.511658,63.736046,375.01416,427.255707,46.956264,0.3
416,'2018/07/12 22:25:17:714',11,363.017334,417.296875,41.865925,465.858215,377.136169,62.402061,389.796417,364.890015,65.947502,307.656769,377.107849,63.633057,366.132568,427.871277,47.04879,0.3
417,'2018/07/12 22:25:17:771',11,356.509033,417.101807,42.18972,457.531799,377.065887,62.654144,381.618561,364.492737,66.088905,299.381775,376.51239,63.695545,357.835266,427.646088,47.287853,0.3
418,'2018/07/12 22:25:17:826',11,354.146729,416.289459,42.311832,455.063904,376.566223,62.825306,379.246887,363.919556,66.237877,296.981903,375.84964,63.813583,355.447388,426.870483,47.389267,0.3
419,'2018/07/12 22:25:17:882',11,355.20993,414.927826,42.462036,455.954742,374.377289,62.938366,380.221985,361.841003,66.306358,298.085022,373.979614,63.911243,356.7435,425.409668,47.535439,0.3
420,'2018/07/12 22:25:17:938',11,359.481262,412.071777,42.413006,461.424316,371.746399,62.887123,385.848267,359.175232,66.332596,303.741943,371.478943,64.00531,361.408112,422.698059,47.466724,0.3
421,'2018/07/12 22:25:17:996',11,366.316162,410.90387,42.27494,469.619202,370.266479,62.708454,394.020416,357.939972,66.270073,312.166504,370.658234,64.046104,369.275391,421.575134,47.352409,0.3
422,'2018/07/12 22:25:18:053',11,371.667206,411.219208,42.144344,476.127716,370.465454,62.567177,400.63382,358.233459,66.185059,318.997589,370.990295,64.027283,375.475769,421.928864,47.294968,0.3
423,'2018/07/12 22:25:18:110',11,373.261047,412.89325,41.875107,480.64679,372.701843,62.530373,405.317871,360.428894,66.199944,323.809082,373.201416,64.046608,379.980286,423.780151,47.292622,0.3
424,'2018/07/12 22:25:18:166',11,375.337463,416.049774,41.946346,482.169495,375.692749,62.620922,406.668213,363.513733,66.32016,325.446075,376.741364,64.157051,382.760223,426.968719,47.432606,0.3
425,'2018/07/12 22:25:18:222',11,373.97821,419.855957,42.329773,478.884369,378.643494,62.771431,403.346649,366.059265,66.463997,322.177429,379.63562,64.309914,380.600983,430.576904,47.839638,0.3
426,'2018/07/12 22:25:18:278',11,370.62442,420.668945,42.515026,473.912567,379.695984,62.863342,398.387207,366.844604,66.564514,317.213623,380.496246,64.38665,376.239227,431.422607,48.003086,0.3
427,'2018/07/12 22:25:18:335',11,364.239563,419.859924,42.567726,466.955353,379.634674,63.019352,391.549103,366.565979,66.724365,310.336243,380.122223,64.504951,369.350922,430.788788,48.196224,0.3
428,'2018/07/12 22:25:18:393',11,358.962463,418.418213,42.735229,461.8927,378.631714,63.279274,386.770569,365.246033,66.961121,305.180756,378.402161,64.714569,363.893402,429.40744,48.469017,0.3
429,'2018/07/12 22:25:18:449',11,355.371643,416.387421,42.769371,458.71875,376.867462,63.44529,384.063538,363.331604,67.104591,302.032471,376.243103,64.8564,360.146301,427.579712,48.599583,0.3
430,'2018/07/12 22:25:18:503',11,353.975891,415.246613,42.783241,458.048431,375.34259,63.497887,383.789154,361.569458,67.109009,301.592926,374.432465,64.900513,358.644653,426.48999,48.69072,0.3
431,'2018/07/12 22:25:18:559',11,354.516754,413.651123,42.744957,459.514496,373.515442,63.454826,385.587982,359.717285,67.067894,303.49588,372.546082,64.928154,359.42041,424.984131,48.692776,0.3
432,'2018/07/12 22:25:18:614',11,357.198212,412.765228,42.670689,462.539154,372.572266,63.390484,388.703766,358.86499,67.021622,306.698029,371.811432,64.915649,362.357086,424.173279,48.624672,0.3
433,'2018/07/12 22:25:18:671',11,361.22583,412.495361,42.559341,466.694153,372.385742,63.286659,392.799255,358.725342,66.938164,310.800079,371.782166,64.841911,366.578583,423.97345,48.512539,0.3
434,'2018/07/12 22:25:18:726',11,364.243011,412.99353,42.379341,469.518433,373.483154,63.126282,395.558472,359.778198,66.803421,313.50769,372.793823,64.694038,369.661804,424.550598,48.328339,0.3
435,'2018/07/12 22:25:18:783',11,366.477966,414.096039,42.273319,471.02063,375.117676,63.016762,396.927307,361.178223,66.701935,315.085907,374.284912,64.563034,371.851685,425.624115,48.234364,0.3
436,'2018/07/12 22:25:18:839',11,367.552704,415.515289,42.252773,471.25824,376.37616,62.940453,397.15152,362.555878,66.619232,315.407288,375.782349,64.483627,373.060669,426.913025,48.234253,0.3
437,'2018/07/12 22:25:18:895',11,366.427246,416.479736,42.178253,470.175262,377.765167,62.834606,396.522919,363.852661,66.503471,314.638611,376.661316,64.369812,371.799652,427.815308,48.173126,0.3
438,'2018/07/12 22:25:18:950',11,364.004883,417.112091,42.215954,467.734222,378.218018,62.828892,394.419281,364.094299,66.444038,312.623901,376.687164,64.311935,369.041656,428.335114,48.22451,0.3
439,'2018/07/12 22:25:19:004',11,361.52655,415.558167,42.213772,465.320496,377.307617,62.916775,392.244904,363.065186,66.508217,310.372284,375.319031,64.336494,366.231476,426.945526,48.221066,0.3
440,'2018/07/12 22:25:19:061',11,360.041595,413.772888,42.191986,464.267456,375.992249,62.953499,391.289581,361.92511,66.57357,309.430573,374.104736,64.401375,364.720856,425.349304,48.186836,0.3
441,'2018/07/12 22:25:19:117',11,359.977386,412.058533,42.195122,464.643097,374.177612,62.921837,391.63324,360.068451,66.569183,309.854706,372.371887,64.430695,364.679321,423.687744,48.228138,0.3
442,'2018/07/12 22:25:19:174',11,361.44809,410.559082,42.212761,466.421722,372.595551,62.909645,393.37851,358.493042,66.591461,311.804535,370.921448,64.485008,366.074951,422.258392,48.332771,0.3
443,'2018/07/12 22:25:19:231',11,362.981079,410.234222,42.19825,468.151062,372.135712,62.866161,395.182434,358.026001,66.570755,313.698181,370.563293,64.494293,367.79892,421.913879,48.353626,0.3
444,'2018/07/12 22:25:19:290',11,366.846497,411.238281,42.173035,470.925781,372.568054,62.801834,397.791382,358.470764,66.511002,316.602905,371.437195,64.441025,371.969055,422.786041,48.396858,0.3
445,'2018/07/12 22:25:19:347',11,369.911316,413.362061,42.04232,473.27417,375.098053,62.616688,400.261597,360.767303,66.357315,319.136963,373.755859,64.291977,374.554657,424.965942,48.263893,0.3
446,'2018/07/12 22:25:19:403',11,370.597382,416.512207,41.920834,473.647766,378.02356,62.40657,400.816345,363.662598,66.159508,319.80481,376.852325,64.124146,375.175751,428.020508,48.161575,0.3
447,'2018/07/12 22:25:19:458',11,368.632324,417.986084,41.867184,471.597473,380.292389,62.391857,399.006104,365.963074,66.137817,317.825867,378.684082,64.0495,372.683136,429.562805,48.110439,0.3
448,'2018/07/12 22:25:21:970',12,372.493652,421.571289,41.695053,477.929626,385.90094,61.83519,398.009369,372.633057,65.887436,318.064758,385.17572,63.51479,378.229401,433.037262,46.588669,0.3
449,'2018/07/12 22:25:22:027',12,370.197937,417.879517,41.670116,475.867432,382.501953,61.884937,396.075104,369.020782,65.908203,316.265015,381.588501,63.527443,375.858459,429.492584,46.543678,0.3
450,'2018/07/12 22:25:22:080',12,369.897308,415.031464,41.68766,475.372925,378.354462,61.875938,395.440735,364.74942,65.818909,316.159882,377.394958,63.477287,375.714996,426.515289,46.595703,0.3
451,'2018/07/12 22:25:22:138',12,371.729828,413.322998,41.668976,477.387787,375.852051,61.802315,397.463715,362.346924,65.726944,318.562256,375.058197,63.436054,377.884888,424.735779,46.53838,0.3
452,'2018/07/12 22:25:22:195',12,376.071289,413.763885,41.535812,483.266876,376.180634,61.569542,403.356323,362.947693,65.598228,324.545471,375.830322,63.388008,383.257446,425.202423,46.370564,0.3
453,'2018/07/12 22:25:22:251',12,378.374115,415.271973,41.409878,487.016754,378.647034,61.382858,407.375214,365.131531,65.486053,328.290527,377.556458,63.303413,385.49295,426.849976,46.191376,0.3
454,'2018/07/12 22:25:22:309',12,379.253693,418.162598,41.424896,486.999115,380.989868,61.326637,406.939941,367.575562,65.418533,327.986145,380.182434,63.230377,386.335297,429.625183,46.203003,0.3
455,'2018/07/12 22:25:22:364',12,377.313293,419.752228,41.503918,483.058929,382.48877,61.474602,402.558563,368.956879,65.463364,323.742676,381.541992,63.180847,383.833038,431.173859,46.274487,0.3
456,'2018/07/12 22:25:22:420',12,372.502228,420.873718,41.710022,476.291412,383.873169,61.744606,395.718994,369.75238,65.599731,316.708374,381.996002,63.208107,378.103912,432.314331,46.494503,0.3
457,'2018/07/12 22:25:22:475',12,368.573944,419.903809,41.944977,471.333252,383.440918,62.005939,391.452667,368.39621,65.759735,311.265991,380.069946,63.303997,372.930084,431.472107,46.723297,0.3
458,'2018/07/12 22:25:22:531',12,366.602234,417.623657,42.010094,469.498352,382.522034,62.126427,390.946808,366.303986,65.861748,308.872833,377.412201,63.381233,369.796722,429.502319,46.749748,0.3
459,'2018/07/12 22:25:22:588',12,367.844238,416.202881,42.067959,471.129028,381.264801,62.125496,393.480743,364.509918,65.882629,310.500244,375.587524,63.461082,370.910461,428.18573,46.765648,0.3
460,'2018/07/12 22:25:22:644',12,370.614532,413.389435,41.971546,474.745758,379.284241,62.095985,397.786926,362.269348,65.901421,314.496155,372.948578,63.502735,374.240417,425.489655,46.58128,0.3
461,'2018/07/12 22:25:22:702',12,373.487854,411.243225,41.870056,478.350159,378.152802,62.109211,401.814606,361.300537,65.974396,318.395477,371.783203,63.571388,377.280273,423.549377,46.423203,0.3
462,'2018/07/12 22:25:22:758',12,375.287781,411.105988,41.820343,480.815857,377.696045,62.07468,404.355713,360.929596,65.936905,320.982178,371.54245,63.555809,379.585724,423.311646,46.403751,0.3
463,'2018/07/12 22:25:22:814',12,376.598938,412.714325,41.79105,482.647369,378.226624,62.002857,406.012085,361.685425,65.855408,322.685852,372.758911,63.50209,382.116913,424.657043,46.426208,0.3
464,'2018/07/12 22:25:22:869',12,377.359253,415.512695,41.754311,482.564148,380.253021,61.893002,405.608856,363.980103,65.757103,322.349243,375.54007,63.405746,383.424561,427.28772,46.437855,0.3
465,'2018/07/12 22:25:22:926',12,375.796906,417.416077,41.719166,479.819519,382.694122,61.902931,402.743622,366.419464,65.769714,319.486877,378.062195,63.359077,381.674713,429.27887,46.411114,0.3
466,'2018/07/12 22:25:22:979',12,371.916138,418.506531,41.721008,475.048645,384.320313,61.959614,397.946259,367.872192,65.811012,314.747253,379.428131,63.347511,377.442749,430.446472,46.441914,0.3
467,'2018/07/12 22:25:23:032',12,367.498505,418.181671,41.77829,469.630646,384.288116,62.113247,392.470428,367.780334,65.916504,309.386688,379.279419,63.389954,372.563385,430.262665,46.576363,0.3
468,'2018/07/12 22:25:23:088',12,364.975189,416.421417,41.776291,467.015564,383.129242,62.220345,390.20816,366.591675,66.006302,307.046997,377.859467,63.451912,369.721313,428.678528,46.605137,0.3
469,'2018/07/12 22:25:23:144',12,364.749207,414.54187,41.755486,467.349487,380.822327,62.169815,390.790863,364.196045,65.945045,307.783752,375.578369,63.447151,369.519562,426.739868,46.598248,0.3
470,'2018/07/12 22:25:23:200',12,367.910583,411.734192,41.958076,471.028931,378.114746,62.408119,394.220612,361.272888,66.233124,311.388123,372.879822,63.765728,372.921906,424.019897,46.780975,0.3
471,'2018/07/12 22:25:23:256',12,371.409698,410.290344,41.943371,475.194092,376.216278,62.40873,398.253998,359.32428,66.257011,315.379944,371.425598,63.828838,376.619659,422.588531,46.756149,0.3
472,'2018/07/12 22:25:23:314',12,375.567322,409.336548,41.789532,480.673828,375.072632,62.264462,403.798584,358.453857,66.163956,320.793762,370.667236,63.783195,381.231232,421.541412,46.581409,0.3
473,'2018/07/12 22:25:23:370',12,377.302246,409.502655,41.627411,483.761597,375.518738,62.070026,407.145874,358.749939,66.016701,324.062927,370.890015,63.677826,383.284851,421.642273,46.411549,0.3
474,'2018/07/12 22:25:23:427',12,379.836853,411.80719,41.629517,485.747864,376.670654,61.983498,408.818665,360.224762,65.910851,326.05246,372.963806,63.578697,386.253174,423.670563,46.45229,0.3
475,'2018/07/12 22:25:23:484',12,379.798706,416.07135,41.751343,484.392548,379.619507,61.955879,407.152161,363.724426,65.855484,324.673218,376.867767,63.512402,387.051819,427.4776,46.602261,0.3
