@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric

@data
236,'2018/07/04 21:42:10:227',7,61,72,60,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
237,'2018/07/04 21:42:10:228',7,60,72,60,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
238,'2018/07/04 21:42:10:236',7,60,72,60,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
239,'2018/07/04 21:42:10:299',7,60,72,60,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
240,'2018/07/04 21:42:10:329',7,59,72,60,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
241,'2018/07/04 21:42:10:367',7,59,71,60,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
242,'2018/07/04 21:42:10:396',7,58,71,60,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
243,'2018/07/04 21:42:10:447',7,57,71,60,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
244,'2018/07/04 21:42:10:481',7,56,71,60,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
245,'2018/07/04 21:42:10:516',7,56,71,60,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
246,'2018/07/04 21:42:10:524',7,56,71,60,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
247,'2018/07/04 21:42:10:563',7,56,71,60,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
248,'2018/07/04 21:42:10:569',7,56,71,61,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
249,'2018/07/04 21:42:10:612',7,56,71,62,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
250,'2018/07/04 21:42:10:612',7,56,71,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
251,'2018/07/04 21:42:10:645',7,56,71,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
252,'2018/07/04 21:42:10:665',7,56,71,64,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
253,'2018/07/04 21:42:10:696',7,56,71,65,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
254,'2018/07/04 21:42:10:729',7,56,71,66,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
255,'2018/07/04 21:42:10:737',7,56,71,67,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
256,'2018/07/04 21:42:10:768',7,56,71,67,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
257,'2018/07/04 21:42:10:796',7,56,71,68,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
258,'2018/07/04 21:42:10:845',7,56,71,69,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
259,'2018/07/04 21:42:10:885',7,56,71,70,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
260,'2018/07/04 21:42:11:097',7,56,71,70,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
261,'2018/07/04 21:42:11:220',7,56,71,70,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
262,'2018/07/04 21:42:11:288',7,55,71,70,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
263,'2018/07/04 21:42:14:288',8,55,71,50,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
264,'2018/07/04 21:42:14:289',8,55,73,50,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
265,'2018/07/04 21:42:14:401',8,55,70,50,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
266,'2018/07/04 21:42:14:439',8,55,69,50,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
267,'2018/07/04 21:42:14:440',8,62,69,50,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
268,'2018/07/04 21:42:14:453',8,62,67,50,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
269,'2018/07/04 21:42:14:460',8,62,66,50,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
270,'2018/07/04 21:42:14:475',8,62,64,50,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
271,'2018/07/04 21:42:14:492',8,62,64,52,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
272,'2018/07/04 21:42:14:516',8,62,63,52,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
273,'2018/07/04 21:42:14:524',8,62,63,52,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
274,'2018/07/04 21:42:14:526',8,62,63,52,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
275,'2018/07/04 21:42:14:556',8,62,63,52,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
276,'2018/07/04 21:42:14:615',8,62,63,52,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
277,'2018/07/04 21:42:14:627',8,56,63,52,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
278,'2018/07/04 21:42:14:648',8,56,63,52,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
279,'2018/07/04 21:42:14:655',8,57,63,52,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
280,'2018/07/04 21:42:14:662',8,58,63,52,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
281,'2018/07/04 21:42:14:670',8,58,63,52,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
282,'2018/07/04 21:42:14:674',8,60,63,52,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
283,'2018/07/04 21:42:14:696',8,60,63,52,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
284,'2018/07/04 21:42:14:696',8,60,63,52,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
285,'2018/07/04 21:42:14:705',8,61,63,52,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
286,'2018/07/04 21:42:14:720',8,61,63,53,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
287,'2018/07/04 21:42:14:731',8,61,63,53,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
288,'2018/07/04 21:42:14:763',8,61,63,54,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
289,'2018/07/04 21:42:14:816',8,60,63,54,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
290,'2018/07/04 21:42:14:825',8,60,63,54,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
291,'2018/07/04 21:42:14:847',8,60,63,54,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
292,'2018/07/04 21:42:14:855',8,58,63,54,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
293,'2018/07/04 21:42:14:908',8,58,63,54,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
294,'2018/07/04 21:42:14:908',8,58,61,54,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
295,'2018/07/04 21:42:14:909',8,57,61,54,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
296,'2018/07/04 21:42:14:909',8,57,60,54,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
297,'2018/07/04 21:42:14:909',8,56,60,54,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
298,'2018/07/04 21:42:14:909',8,56,60,54,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
299,'2018/07/04 21:42:14:909',8,56,60,54,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
300,'2018/07/04 21:42:14:910',8,56,60,54,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
301,'2018/07/04 21:42:14:980',8,56,60,55,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
302,'2018/07/04 21:42:14:991',8,56,60,56,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
303,'2018/07/04 21:42:14:992',8,56,60,56,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
304,'2018/07/04 21:42:15:015',8,56,60,56,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
305,'2018/07/04 21:42:15:021',8,56,62,56,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
306,'2018/07/04 21:42:15:040',8,57,62,56,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
307,'2018/07/04 21:42:15:040',8,57,62,57,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
308,'2018/07/04 21:42:15:042',8,57,63,57,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
309,'2018/07/04 21:42:15:049',8,58,63,57,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
310,'2018/07/04 21:42:15:063',8,58,63,58,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
311,'2018/07/04 21:42:15:068',8,59,63,58,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
312,'2018/07/04 21:42:15:131',8,59,63,58,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
313,'2018/07/04 21:42:15:180',8,59,63,58,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
314,'2018/07/04 21:42:15:190',8,58,63,58,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
315,'2018/07/04 21:42:15:247',8,58,63,58,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
316,'2018/07/04 21:42:15:297',8,58,63,59,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
317,'2018/07/04 21:42:15:397',8,58,63,59,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
318,'2018/07/04 21:42:15:464',8,58,63,59,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
319,'2018/07/04 21:42:15:497',8,58,63,59,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
320,'2018/07/04 21:42:15:506',8,58,63,59,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
321,'2018/07/04 21:42:15:516',8,58,63,58,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
322,'2018/07/04 21:42:15:617',8,59,63,58,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
323,'2018/07/04 21:42:15:624',8,59,63,59,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
324,'2018/07/04 21:42:15:637',8,59,63,60,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
325,'2018/07/04 21:42:15:697',8,59,63,60,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
326,'2018/07/04 21:42:15:732',8,58,63,60,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
327,'2018/07/04 21:42:15:740',8,58,62,60,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
328,'2018/07/04 21:42:15:744',8,56,62,60,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
329,'2018/07/04 21:42:15:765',8,56,61,60,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
330,'2018/07/04 21:42:15:774',8,56,61,60,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
331,'2018/07/04 21:42:15:780',8,56,61,60,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
332,'2018/07/04 21:42:15:813',8,56,61,60,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
333,'2018/07/04 21:42:15:827',8,56,61,61,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
334,'2018/07/04 21:42:16:003',8,56,61,61,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
335,'2018/07/04 21:42:16:046',8,56,61,61,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
336,'2018/07/04 21:42:16:113',8,57,61,61,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
337,'2018/07/04 21:42:19:306',9,57,61,65,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
338,'2018/07/04 21:42:19:307',9,57,75,65,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
339,'2018/07/04 21:42:19:308',9,57,70,65,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
340,'2018/07/04 21:42:19:308',9,57,69,65,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
341,'2018/07/04 21:42:19:308',9,57,67,65,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
342,'2018/07/04 21:42:19:308',9,57,67,65,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
343,'2018/07/04 21:42:19:308',9,57,66,65,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
344,'2018/07/04 21:42:19:309',9,57,66,65,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
345,'2018/07/04 21:42:19:330',9,67,66,65,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
346,'2018/07/04 21:42:19:337',9,67,65,65,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
347,'2018/07/04 21:42:19:354',9,67,65,65,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
348,'2018/07/04 21:42:19:374',9,67,64,65,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
349,'2018/07/04 21:42:19:407',9,67,63,65,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
350,'2018/07/04 21:42:19:420',9,67,63,66,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
351,'2018/07/04 21:42:19:427',9,67,63,66,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
352,'2018/07/04 21:42:19:441',9,67,62,66,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
353,'2018/07/04 21:42:19:453',9,67,62,65,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
354,'2018/07/04 21:42:19:460',9,67,61,65,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
355,'2018/07/04 21:42:19:472',9,67,61,64,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
356,'2018/07/04 21:42:19:480',9,67,60,64,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
357,'2018/07/04 21:42:19:489',9,59,60,64,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
358,'2018/07/04 21:42:19:492',9,59,60,64,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
359,'2018/07/04 21:42:19:510',9,58,60,64,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
360,'2018/07/04 21:42:19:511',9,58,60,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
361,'2018/07/04 21:42:19:518',9,58,59,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
362,'2018/07/04 21:42:19:533',9,57,59,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
363,'2018/07/04 21:42:19:545',9,56,59,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
364,'2018/07/04 21:42:19:554',9,56,59,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
365,'2018/07/04 21:42:19:556',9,56,58,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
366,'2018/07/04 21:42:19:562',9,56,58,62,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
367,'2018/07/04 21:42:19:568',9,56,57,62,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
368,'2018/07/04 21:42:19:574',9,55,57,62,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
369,'2018/07/04 21:42:19:697',9,56,57,62,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
370,'2018/07/04 21:42:19:706',9,58,57,62,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
371,'2018/07/04 21:42:19:714',9,58,58,62,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
372,'2018/07/04 21:42:19:722',9,59,58,62,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
373,'2018/07/04 21:42:19:726',9,59,59,62,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
374,'2018/07/04 21:42:19:741',9,60,59,62,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
375,'2018/07/04 21:42:19:748',9,60,59,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
376,'2018/07/04 21:42:19:752',9,60,60,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
377,'2018/07/04 21:42:19:759',9,60,60,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
378,'2018/07/04 21:42:19:760',9,60,60,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
379,'2018/07/04 21:42:19:829',9,60,60,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
380,'2018/07/04 21:42:19:829',9,60,61,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
381,'2018/07/04 21:42:19:880',9,60,61,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
382,'2018/07/04 21:42:19:929',9,60,61,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
383,'2018/07/04 21:42:19:930',9,60,60,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
384,'2018/07/04 21:42:19:931',9,59,60,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
385,'2018/07/04 21:42:19:944',9,59,60,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
386,'2018/07/04 21:42:19:944',9,59,60,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
387,'2018/07/04 21:42:19:944',9,58,60,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
388,'2018/07/04 21:42:19:953',9,58,60,62,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
389,'2018/07/04 21:42:19:954',9,58,59,62,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
390,'2018/07/04 21:42:19:970',9,58,59,62,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
391,'2018/07/04 21:42:20:070',9,59,59,62,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
392,'2018/07/04 21:42:20:078',9,59,60,62,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
393,'2018/07/04 21:42:20:088',9,59,60,62,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
394,'2018/07/04 21:42:20:090',9,59,60,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
395,'2018/07/04 21:42:20:100',9,59,61,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
396,'2018/07/04 21:42:20:106',9,60,61,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
397,'2018/07/04 21:42:20:110',9,60,62,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
398,'2018/07/04 21:42:20:122',9,60,62,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
399,'2018/07/04 21:42:20:128',9,60,63,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
400,'2018/07/04 21:42:20:142',9,60,63,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
401,'2018/07/04 21:42:20:231',9,59,63,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
402,'2018/07/04 21:42:20:268',9,58,63,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
403,'2018/07/04 21:42:20:275',9,58,62,63,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
404,'2018/07/04 21:42:20:636',9,58,62,64,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
405,'2018/07/04 21:42:20:636',9,58,62,65,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
406,'2018/07/04 21:42:20:693',9,58,62,66,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
407,'2018/07/04 21:42:20:693',9,58,63,66,1.059998,917.702393,0.130001,5,0.06,293.664764,0.49,0.17,1
408,'2018/07/04 21:44:27:760',10,43,55,52,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
409,'2018/07/04 21:44:27:788',10,43,55,42,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
410,'2018/07/04 21:44:27:791',10,43,56,42,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
411,'2018/07/04 21:44:27:802',10,48,56,42,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
412,'2018/07/04 21:44:27:806',10,48,56,45,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
413,'2018/07/04 21:44:27:808',10,48,67,45,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
414,'2018/07/04 21:44:27:816',10,60,67,45,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
415,'2018/07/04 21:44:27:864',10,60,67,52,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
416,'2018/07/04 21:44:27:872',10,60,81,52,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
417,'2018/07/04 21:44:27:882',10,73,81,52,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
418,'2018/07/04 21:44:27:896',10,73,81,69,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
419,'2018/07/04 21:44:27:902',10,73,105,69,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
420,'2018/07/04 21:44:27:903',10,92,105,69,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
421,'2018/07/04 21:44:27:907',10,92,105,74,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
422,'2018/07/04 21:44:27:919',10,92,110,74,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
423,'2018/07/04 21:44:27:920',10,97,110,74,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
424,'2018/07/04 21:44:27:944',10,97,110,83,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
425,'2018/07/04 21:44:27:948',10,97,119,83,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
426,'2018/07/04 21:44:27:951',10,105,119,83,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
427,'2018/07/04 21:44:27:970',10,105,119,91,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
428,'2018/07/04 21:44:27:972',10,105,127,91,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
429,'2018/07/04 21:44:27:975',10,113,127,91,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
430,'2018/07/04 21:44:28:006',10,113,127,95,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
431,'2018/07/04 21:44:28:008',10,113,127,95,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
432,'2018/07/04 21:44:28:014',10,116,127,95,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
433,'2018/07/04 21:44:28:030',10,116,127,101,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
434,'2018/07/04 21:44:28:040',10,116,127,101,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
435,'2018/07/04 21:44:28:042',10,121,127,101,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
436,'2018/07/04 21:44:28:044',10,121,127,103,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
437,'2018/07/04 21:44:28:055',10,121,127,103,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
438,'2018/07/04 21:44:28:056',10,123,127,103,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
439,'2018/07/04 21:44:28:072',10,123,127,107,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
440,'2018/07/04 21:44:28:075',10,123,127,107,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
441,'2018/07/04 21:44:28:078',10,127,127,107,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
442,'2018/07/04 21:44:28:103',10,127,127,110,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
443,'2018/07/04 21:44:28:108',10,127,127,110,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
444,'2018/07/04 21:44:28:114',10,127,127,110,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
445,'2018/07/04 21:44:28:131',10,127,127,111,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
446,'2018/07/04 21:44:28:147',10,127,127,111,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
447,'2018/07/04 21:44:28:147',10,127,127,111,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
448,'2018/07/04 21:44:28:148',10,127,127,112,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
449,'2018/07/04 21:44:28:156',10,127,127,112,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
450,'2018/07/04 21:44:28:157',10,127,127,112,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
451,'2018/07/04 21:44:28:171',10,127,127,113,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
452,'2018/07/04 21:44:28:171',10,127,127,113,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
453,'2018/07/04 21:44:28:176',10,127,127,114,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
454,'2018/07/04 21:44:28:179',10,127,127,114,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
455,'2018/07/04 21:44:28:188',10,127,127,114,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
456,'2018/07/04 21:44:28:202',10,127,127,115,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
457,'2018/07/04 21:44:28:206',10,127,127,115,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
458,'2018/07/04 21:44:28:210',10,127,127,115,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
459,'2018/07/04 21:44:28:212',10,127,127,116,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
460,'2018/07/04 21:44:28:231',10,127,127,116,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
