@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric

@data
461,'2018/07/04 21:44:28:235',10,127,127,116,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
462,'2018/07/04 21:44:28:239',10,127,127,116,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
463,'2018/07/04 21:44:28:247',10,127,127,117,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
464,'2018/07/04 21:44:28:248',10,127,127,117,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
465,'2018/07/04 21:44:28:271',10,127,127,118,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
466,'2018/07/04 21:44:28:271',10,127,127,118,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
467,'2018/07/04 21:44:28:275',10,127,127,119,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
468,'2018/07/04 21:44:28:279',10,127,127,119,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
469,'2018/07/04 21:44:28:288',10,127,127,119,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
470,'2018/07/04 21:44:28:306',10,127,127,120,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
471,'2018/07/04 21:44:28:314',10,127,127,120,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
472,'2018/07/04 21:44:28:314',10,127,127,120,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
473,'2018/07/04 21:44:28:335',10,127,127,120,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
474,'2018/07/04 21:44:28:339',10,127,127,120,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
475,'2018/07/04 21:44:28:374',10,127,127,121,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
476,'2018/07/04 21:44:28:516',10,127,127,122,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
477,'2018/07/04 21:44:28:522',10,127,127,122,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
478,'2018/07/04 21:44:28:536',10,127,127,123,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
479,'2018/07/04 21:44:28:556',10,127,127,123,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
480,'2018/07/04 21:44:28:604',10,127,127,123,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
481,'2018/07/04 21:44:28:611',10,127,127,123,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
482,'2018/07/04 21:44:28:698',10,127,127,123,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
483,'2018/07/04 21:44:28:710',10,127,127,124,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
484,'2018/07/04 21:44:28:764',10,127,127,124,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
485,'2018/07/04 21:44:31:506',11,117,127,124,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
486,'2018/07/04 21:44:31:507',11,117,127,115,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
487,'2018/07/04 21:44:31:507',11,117,127,115,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
488,'2018/07/04 21:44:31:507',11,116,127,115,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
489,'2018/07/04 21:44:31:507',11,116,123,115,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
490,'2018/07/04 21:44:31:512',11,114,123,115,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
491,'2018/07/04 21:44:31:516',11,114,123,112,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
492,'2018/07/04 21:44:31:522',11,114,120,112,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
493,'2018/07/04 21:44:31:540',11,109,120,112,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
494,'2018/07/04 21:44:31:543',11,109,120,108,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
495,'2018/07/04 21:44:31:551',11,109,115,108,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
496,'2018/07/04 21:44:31:564',11,108,115,108,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
497,'2018/07/04 21:44:31:571',11,108,115,106,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
498,'2018/07/04 21:44:31:574',11,108,112,106,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
499,'2018/07/04 21:44:31:576',11,106,112,106,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
500,'2018/07/04 21:44:31:580',11,106,112,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
501,'2018/07/04 21:44:31:590',11,106,110,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
502,'2018/07/04 21:44:31:606',11,105,110,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
503,'2018/07/04 21:44:31:606',11,105,110,104,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
504,'2018/07/04 21:44:31:655',11,106,110,104,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
505,'2018/07/04 21:44:31:659',11,106,110,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
506,'2018/07/04 21:44:31:664',11,106,112,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
507,'2018/07/04 21:44:31:668',11,109,112,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
508,'2018/07/04 21:44:31:671',11,109,112,107,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
509,'2018/07/04 21:44:31:676',11,109,116,107,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
510,'2018/07/04 21:44:31:691',11,115,116,107,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
511,'2018/07/04 21:44:31:692',11,115,116,112,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
512,'2018/07/04 21:44:31:693',11,115,123,112,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
513,'2018/07/04 21:44:31:722',11,116,123,112,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
514,'2018/07/04 21:44:31:727',11,116,123,113,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
515,'2018/07/04 21:44:31:731',11,116,125,113,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
516,'2018/07/04 21:44:31:740',11,117,125,113,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
517,'2018/07/04 21:44:31:741',11,117,125,114,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
518,'2018/07/04 21:44:31:741',11,117,126,114,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
519,'2018/07/04 21:44:31:752',11,118,126,114,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
520,'2018/07/04 21:44:31:756',11,118,126,115,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
521,'2018/07/04 21:44:31:759',11,118,127,115,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
522,'2018/07/04 21:44:31:788',11,117,127,115,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
523,'2018/07/04 21:44:31:815',11,115,127,115,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
524,'2018/07/04 21:44:31:821',11,115,126,115,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
525,'2018/07/04 21:44:31:836',11,113,126,115,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
526,'2018/07/04 21:44:31:843',11,113,124,115,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
527,'2018/07/04 21:44:31:843',11,113,124,115,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
528,'2018/07/04 21:44:31:855',11,113,124,114,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
529,'2018/07/04 21:44:31:864',11,113,123,114,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
530,'2018/07/04 21:44:31:875',11,112,123,114,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
531,'2018/07/04 21:44:31:878',11,112,123,114,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
532,'2018/07/04 21:44:31:906',11,112,123,114,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
533,'2018/07/04 21:44:31:935',11,113,123,114,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
534,'2018/07/04 21:44:31:939',11,113,123,116,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
535,'2018/07/04 21:44:31:944',11,113,126,116,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
536,'2018/07/04 21:44:31:962',11,118,126,116,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
537,'2018/07/04 21:44:31:963',11,118,126,121,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
538,'2018/07/04 21:44:31:967',11,118,127,121,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
539,'2018/07/04 21:44:31:972',11,120,127,121,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
540,'2018/07/04 21:44:31:994',11,120,127,124,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
541,'2018/07/04 21:44:31:994',11,120,127,124,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
542,'2018/07/04 21:44:32:000',11,123,127,124,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
543,'2018/07/04 21:44:32:003',11,123,127,126,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
544,'2018/07/04 21:44:32:005',11,123,127,126,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
545,'2018/07/04 21:44:32:026',11,125,127,126,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
546,'2018/07/04 21:44:32:027',11,125,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
547,'2018/07/04 21:44:32:027',11,125,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
548,'2018/07/04 21:44:32:042',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
549,'2018/07/04 21:44:32:048',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
550,'2018/07/04 21:44:32:048',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
551,'2018/07/04 21:44:32:068',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
552,'2018/07/04 21:44:32:073',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
553,'2018/07/04 21:44:32:075',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
554,'2018/07/04 21:44:32:080',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
555,'2018/07/04 21:44:32:087',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
556,'2018/07/04 21:44:32:094',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
557,'2018/07/04 21:44:32:108',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
558,'2018/07/04 21:44:32:118',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
559,'2018/07/04 21:44:32:119',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
560,'2018/07/04 21:44:32:122',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
561,'2018/07/04 21:44:32:127',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
562,'2018/07/04 21:44:32:132',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
563,'2018/07/04 21:44:32:150',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
564,'2018/07/04 21:44:32:152',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
565,'2018/07/04 21:44:32:158',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
566,'2018/07/04 21:44:32:164',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
567,'2018/07/04 21:44:32:172',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
568,'2018/07/04 21:44:32:188',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
569,'2018/07/04 21:44:32:192',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
570,'2018/07/04 21:44:32:193',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
571,'2018/07/04 21:44:32:222',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
572,'2018/07/04 21:44:32:266',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
573,'2018/07/04 21:44:32:280',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
574,'2018/07/04 21:44:32:286',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
575,'2018/07/04 21:44:32:332',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
576,'2018/07/04 21:44:32:368',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
577,'2018/07/04 21:44:32:372',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
578,'2018/07/04 21:44:32:387',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
579,'2018/07/04 21:44:32:411',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
580,'2018/07/04 21:44:32:415',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
581,'2018/07/04 21:44:32:429',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
582,'2018/07/04 21:44:32:431',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
583,'2018/07/04 21:44:32:472',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
584,'2018/07/04 21:44:32:491',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
585,'2018/07/04 21:44:32:510',11,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
586,'2018/07/04 21:44:35:654',12,127,127,119,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
587,'2018/07/04 21:44:35:690',12,127,127,119,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
588,'2018/07/04 21:44:35:768',12,126,127,119,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
589,'2018/07/04 21:44:35:816',12,126,127,116,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
590,'2018/07/04 21:44:35:827',12,126,127,115,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
591,'2018/07/04 21:44:35:831',12,126,126,115,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
592,'2018/07/04 21:44:35:838',12,126,126,113,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
593,'2018/07/04 21:44:35:843',12,126,123,113,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
594,'2018/07/04 21:44:35:859',12,123,123,113,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
595,'2018/07/04 21:44:35:863',12,123,123,112,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
596,'2018/07/04 21:44:35:864',12,123,122,112,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
597,'2018/07/04 21:44:35:874',12,121,122,112,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
598,'2018/07/04 21:44:35:879',12,121,122,110,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
599,'2018/07/04 21:44:35:883',12,121,119,110,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
600,'2018/07/04 21:44:35:897',12,119,119,110,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
601,'2018/07/04 21:44:35:906',12,119,119,108,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
602,'2018/07/04 21:44:35:906',12,119,116,108,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
603,'2018/07/04 21:44:35:909',12,116,116,108,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
604,'2018/07/04 21:44:35:913',12,116,116,106,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
605,'2018/07/04 21:44:35:920',12,116,114,106,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
606,'2018/07/04 21:44:35:939',12,113,114,106,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
607,'2018/07/04 21:44:35:939',12,113,114,104,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
608,'2018/07/04 21:44:35:941',12,113,111,104,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
609,'2018/07/04 21:44:35:947',12,111,111,104,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
610,'2018/07/04 21:44:35:954',12,111,111,102,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
611,'2018/07/04 21:44:35:959',12,111,109,102,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
612,'2018/07/04 21:44:35:974',12,105,109,102,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
613,'2018/07/04 21:44:35:976',12,105,109,96,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
614,'2018/07/04 21:44:35:979',12,105,103,96,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
615,'2018/07/04 21:44:36:010',12,103,103,96,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
616,'2018/07/04 21:44:36:010',12,103,103,94,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
617,'2018/07/04 21:44:36:010',12,103,101,94,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
618,'2018/07/04 21:44:36:014',12,102,101,94,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
619,'2018/07/04 21:44:36:020',12,102,101,92,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
620,'2018/07/04 21:44:36:028',12,102,99,92,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
621,'2018/07/04 21:44:36:041',12,100,99,92,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
622,'2018/07/04 21:44:36:042',12,100,99,91,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
623,'2018/07/04 21:44:36:044',12,100,98,91,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
624,'2018/07/04 21:44:36:076',12,100,102,91,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
625,'2018/07/04 21:44:36:100',12,100,102,92,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
626,'2018/07/04 21:44:36:111',12,100,105,92,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
627,'2018/07/04 21:44:36:120',12,102,105,92,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
628,'2018/07/04 21:44:36:124',12,102,105,97,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
629,'2018/07/04 21:44:36:129',12,102,113,97,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
630,'2018/07/04 21:44:36:156',12,104,113,97,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
631,'2018/07/04 21:44:36:157',12,104,113,99,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
632,'2018/07/04 21:44:36:162',12,104,118,99,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
633,'2018/07/04 21:44:36:176',12,108,118,99,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
634,'2018/07/04 21:44:36:182',12,108,118,103,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
635,'2018/07/04 21:44:36:187',12,108,124,103,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
636,'2018/07/04 21:44:36:193',12,109,124,103,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
637,'2018/07/04 21:44:36:197',12,109,124,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
638,'2018/07/04 21:44:36:204',12,109,126,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
639,'2018/07/04 21:44:36:219',12,111,126,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
640,'2018/07/04 21:44:36:223',12,111,126,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
641,'2018/07/04 21:44:36:224',12,111,127,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
642,'2018/07/04 21:44:36:247',12,111,127,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
643,'2018/07/04 21:44:36:257',12,111,124,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
644,'2018/07/04 21:44:36:272',12,110,124,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
645,'2018/07/04 21:44:36:276',12,110,120,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
646,'2018/07/04 21:44:36:296',12,108,120,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
647,'2018/07/04 21:44:36:300',12,108,120,104,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
648,'2018/07/04 21:44:36:304',12,108,116,104,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
649,'2018/07/04 21:44:36:308',12,105,116,104,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
650,'2018/07/04 21:44:36:315',12,105,116,102,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
651,'2018/07/04 21:44:36:322',12,105,112,102,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
652,'2018/07/04 21:44:36:339',12,104,112,102,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
653,'2018/07/04 21:44:36:340',12,104,112,100,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
654,'2018/07/04 21:44:36:340',12,104,109,100,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
655,'2018/07/04 21:44:36:348',12,102,109,100,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
656,'2018/07/04 21:44:36:357',12,102,109,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
657,'2018/07/04 21:44:36:361',12,102,107,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
658,'2018/07/04 21:44:36:373',12,102,107,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
659,'2018/07/04 21:44:36:376',12,102,107,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
660,'2018/07/04 21:44:36:380',12,102,106,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
661,'2018/07/04 21:44:36:404',12,102,106,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
662,'2018/07/04 21:44:36:407',12,102,108,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
663,'2018/07/04 21:44:36:432',12,102,108,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
664,'2018/07/04 21:44:36:439',12,102,108,100,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
665,'2018/07/04 21:44:36:441',12,102,112,100,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
666,'2018/07/04 21:44:36:454',12,106,112,100,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
667,'2018/07/04 21:44:36:456',12,106,112,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
668,'2018/07/04 21:44:36:460',12,106,119,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
669,'2018/07/04 21:44:36:493',12,108,119,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
670,'2018/07/04 21:44:36:495',12,108,119,106,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
671,'2018/07/04 21:44:36:495',12,108,121,106,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
672,'2018/07/04 21:44:36:511',12,110,121,106,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
673,'2018/07/04 21:44:36:513',12,110,121,107,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
674,'2018/07/04 21:44:36:520',12,110,123,107,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
675,'2018/07/04 21:44:36:527',12,111,123,107,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
676,'2018/07/04 21:44:36:547',12,111,123,107,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
677,'2018/07/04 21:44:36:573',12,111,123,106,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
678,'2018/07/04 21:44:36:577',12,111,122,106,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
679,'2018/07/04 21:44:36:601',12,111,122,104,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
680,'2018/07/04 21:44:36:604',12,111,119,104,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
681,'2018/07/04 21:44:36:609',12,111,119,104,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
682,'2018/07/04 21:44:36:613',12,111,119,102,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
683,'2018/07/04 21:44:36:623',12,111,116,102,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
684,'2018/07/04 21:44:36:647',12,111,116,102,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
685,'2018/07/04 21:44:36:647',12,111,116,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
686,'2018/07/04 21:44:36:647',12,111,112,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
687,'2018/07/04 21:44:36:669',12,111,112,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
688,'2018/07/04 21:44:36:672',12,111,111,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
689,'2018/07/04 21:44:36:676',12,111,111,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
690,'2018/07/04 21:44:36:681',12,111,111,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
691,'2018/07/04 21:44:36:702',12,111,111,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
692,'2018/07/04 21:44:36:707',12,112,111,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
693,'2018/07/04 21:44:36:726',12,113,111,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
694,'2018/07/04 21:44:36:733',12,113,113,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
695,'2018/07/04 21:44:36:759',12,114,113,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
696,'2018/07/04 21:44:36:760',12,114,115,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
697,'2018/07/04 21:44:36:760',12,116,115,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
