@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
113,'2018/07/12 22:06:21:762',3,369.761932,399.740723,54.836586,411.598755,359.910156,73.216873,351.460846,385.738373,47.049896,328.2276,380.275146,46.473923,303.241577,373.546631,47.790123,1
114,'2018/07/12 22:06:21:820',3,370.872345,404.197205,54.689724,412.440857,365.261078,73.199974,352.688324,389.814148,46.925705,329.304749,384.429749,46.378487,304.374939,377.826874,47.709103,1
115,'2018/07/12 22:06:21:873',3,371.845276,406.808228,54.625988,412.992798,367.806091,73.206375,353.87323,392.015076,46.829445,330.350159,386.848602,46.312485,305.430969,380.358521,47.645218,1
116,'2018/07/12 22:06:21:930',3,372.592163,408.658722,54.654877,413.962952,369.442322,73.222282,354.873047,393.553955,46.805836,331.298645,388.56781,46.316673,306.537811,382.103729,47.656246,1
117,'2018/07/12 22:06:21:988',3,372.706421,409.210266,54.75256,414.818054,369.524475,73.25061,355.161652,393.995422,46.841419,331.673309,389.105408,46.374016,307.369385,382.544434,47.728352,1
118,'2018/07/12 22:06:22:041',3,372.60675,409.209106,54.833839,415.532867,368.851624,73.287727,355.55307,393.988739,46.900795,332.110901,389.082214,46.43124,307.994263,382.375092,47.77319,1
119,'2018/07/12 22:06:22:095',3,372.080963,406.440582,55.006893,418.583344,363.693848,73.398621,356.807037,391.472504,47.110527,333.427612,386.295776,46.617496,309.629578,379.262451,47.941509,1
120,'2018/07/12 22:06:22:151',3,368.983429,402.839722,54.742424,420.26709,358.132935,72.93679,358.534668,389.287109,46.899063,335.019012,383.283142,46.235512,311.363708,376.000122,47.520218,1
121,'2018/07/12 22:06:22:210',3,366.364838,402.150085,54.672607,421.478699,358.063843,72.738708,359.346588,389.663208,46.874123,335.714539,383.043396,46.098759,312.174225,375.674652,47.387547,1
122,'2018/07/12 22:06:22:268',3,365.95224,403.26181,54.548752,423.057037,359.107483,72.348343,360.590637,391.448822,46.670563,336.749786,384.90213,45.883514,313.167969,377.540955,47.16634,1
123,'2018/07/12 22:06:22:323',3,364.005463,405.279999,55.102962,422.344055,361.611633,72.865356,360.735962,393.555054,47.142059,336.887756,386.943115,46.360252,313.148499,379.532623,47.629944,1
124,'2018/07/12 22:06:22:378',3,360.074158,406.507813,55.349144,420.850464,362.980835,73.07621,359.971588,394.555359,47.266983,336.106873,388.041321,46.525223,312.029663,380.660522,47.787083,1
125,'2018/07/12 22:08:58:864',4,374.423492,388.158783,50.313362,437.095612,349.13916,66.634918,338.59494,339.781067,69.68074,327.855743,381.4328,46.023911,299.330597,370.237061,45.030651,2
126,'2018/07/12 22:08:58:922',4,374.702026,388.602966,50.385212,437.688446,350.094208,66.676537,339.162231,340.728577,69.729286,328.19455,381.911438,46.096657,299.737854,370.561615,45.114922,2
127,'2018/07/12 22:08:58:977',4,374.918121,388.910339,50.44923,438.423584,350.756714,66.709503,339.779449,341.61792,69.764046,329.005188,382.259613,46.02721,300.494476,370.957062,45.132915,2
128,'2018/07/12 22:08:59:035',4,372.497894,388.983337,50.393394,438.813934,350.944275,66.734161,340.095825,341.812927,69.787796,329.522552,382.396637,45.979179,300.988007,371.130463,45.111874,2
129,'2018/07/12 22:08:59:092',4,370.902252,389.531525,50.416298,439.277618,351.897766,66.751587,340.507965,342.533691,69.819214,330.101654,383.061981,45.979881,301.490784,371.85498,45.1605,2
130,'2018/07/12 22:08:59:148',4,369.497498,392.089142,50.571064,439.461823,355.49527,66.754723,340.961365,345.657959,69.834572,329.12088,385.640198,46.19767,300.890564,374.143463,45.334663,2
131,'2018/07/12 22:08:59:204',4,365.78476,395.766937,50.692741,439.233643,361.437378,66.721718,340.826599,350.856445,69.829819,327.053314,389.210724,46.372383,299.431946,377.446625,45.529053,2
132,'2018/07/12 22:08:59:260',4,367.989075,396.999268,50.811073,439.263031,364.138062,66.67308,340.486572,353.309326,69.802094,326.109009,390.557861,46.424469,298.809387,378.644806,45.601326,2
133,'2018/07/12 22:08:59:317',4,366.15625,397.175537,50.864464,439.138794,364.54129,66.76181,339.977966,353.451782,69.891296,326.039185,391.300964,46.315331,298.783508,379.182983,45.620438,2
134,'2018/07/12 22:08:59:374',4,366.066467,396.194458,50.911457,438.82016,363.2341,66.963768,338.70578,351.943237,70.108696,326.106689,390.398407,46.233532,298.837372,378.312347,45.596817,2
135,'2018/07/12 22:08:59:429',4,366.200562,394.94104,50.923325,438.416809,360.592163,67.189911,337.823364,349.958191,70.311081,326.392212,389.020203,46.228886,299.040344,376.948486,45.572495,2
136,'2018/07/12 22:08:59:485',4,368.304932,393.133942,50.922047,438.024078,357.726563,67.304039,337.44696,347.588165,70.405762,326.987396,387.138916,46.162754,299.427063,375.158447,45.512749,2
137,'2018/07/12 22:08:59:543',4,370.31192,390.376648,51.011272,436.994843,353.164124,67.41745,337.02063,343.528137,70.431915,327.68335,384.309418,46.148552,299.858765,372.537537,45.424698,2
138,'2018/07/12 22:08:59:599',4,370.734711,388.047729,51.023296,435.674225,349.163147,67.471794,337.194275,339.851166,70.455711,327.660126,381.841858,46.151321,299.554352,370.370605,45.407822,2
139,'2018/07/12 22:08:59:656',4,370.737122,385.984192,50.906532,433.786774,345.855286,67.450287,334.799683,336.751648,70.363312,327.369751,379.562622,46.132145,298.953583,368.406677,45.348312,2
140,'2018/07/12 22:08:59:712',4,370.832123,384.601563,50.74015,432.523254,344.177399,67.352577,332.883606,335.506348,70.274567,327.002747,378.230286,46.134396,298.192413,367.282043,45.348701,2
141,'2018/07/12 22:08:59:769',4,370.417175,384.692841,50.681866,431.568176,344.153717,67.311577,331.851532,335.643158,70.231873,326.379272,378.356567,46.170231,297.461548,367.445343,45.352535,2
142,'2018/07/12 22:08:59:825',4,369.443726,388.292816,50.585098,430.388062,348.922485,67.136597,331.247131,340.523804,70.043243,325.127258,381.754333,46.091686,296.364716,370.748535,45.244209,2
143,'2018/07/12 22:08:59:882',4,368.393768,392.07251,50.711452,431.416412,355.110352,66.96991,332.995331,345.243988,69.972908,322.956635,384.897369,46.242863,294.869904,373.482452,45.37394,2
144,'2018/07/12 22:08:59:937',4,379.243958,394.220398,50.843708,432.517273,358.407806,66.877464,334.253113,348.170471,69.934494,322.188049,386.36676,46.312538,294.485504,374.741577,45.474583,2
145,'2018/07/12 22:08:59:996',4,387.52533,394.611847,50.880859,433.095428,359.867645,66.843735,334.942566,348.990723,69.956497,322.06665,387.054443,46.269894,294.439941,375.271484,45.510044,2
146,'2018/07/12 22:09:00:053',4,385.304779,394.244171,50.847607,433.389709,360.106689,66.892319,335.178925,349.302795,70.021797,322.040741,387.13678,46.21965,294.464294,375.20993,45.507763,2
147,'2018/07/12 22:09:00:109',4,374.099335,393.549133,50.692802,433.969391,358.931335,67.058563,335.286865,348.332031,70.168671,322.540405,386.092407,46.173542,295.03067,374.072083,45.515144,2
148,'2018/07/12 22:09:00:165',4,368.79184,390.549072,50.460941,434.831299,354.67807,67.299934,335.600647,345.521484,70.355827,325.478424,382.90686,46.123943,297.472412,371.203522,45.45739,2
149,'2018/07/12 22:09:00:222',4,369.923218,387.737152,50.239712,435.145538,350.022522,67.324783,336.013519,342.344238,70.360466,327.310181,380.017212,46.110657,298.858185,368.790802,45.396301,2
150,'2018/07/12 22:09:00:279',4,370.145172,386.142029,50.101765,434.856079,346.273438,67.350449,336.196564,338.443024,70.349884,328.308502,378.737427,46.344299,299.640747,367.738403,45.595104,2
151,'2018/07/12 22:09:00:333',4,369.817932,385.74292,50.053799,434.798279,345.412659,67.336288,336.193695,337.262512,70.328339,328.430939,378.843109,46.533657,299.796478,367.643311,45.735348,2
152,'2018/07/12 22:09:00:391',4,369.825653,385.806122,50.035046,434.644958,345.680695,67.292091,336.257904,337.241425,70.285416,328.879517,379.299713,46.547775,300.140411,368.034973,45.739803,2
153,'2018/07/12 22:09:00:448',4,368.995911,386.658691,50.031578,433.941437,347.362488,67.197182,335.9841,339.018372,70.172203,329.075592,380.509583,46.517975,300.279633,369.26178,45.66011,2
154,'2018/07/12 22:09:00:502',4,365.276611,388.206238,50.034588,432.526581,350.11084,67.134483,334.858643,341.441345,70.086929,327.959778,382.04187,46.468342,299.255768,370.775848,45.573105,2
155,'2018/07/12 22:09:00:557',4,361.694519,389.598724,50.062904,431.253662,352.437256,67.125481,333.745697,343.559326,70.074821,326.564758,383.193146,46.38525,297.904114,372.009277,45.548626,2
156,'2018/07/12 22:09:00:614',4,358.710907,392.169159,50.217365,430.708008,356.211212,67.093697,333.212646,346.956299,70.078758,324.078247,385.420807,46.441978,295.76059,374.096222,45.660603,2
157,'2018/07/12 22:09:03:329',5,380.194946,383.238647,51.674179,442.048889,341.37677,68.954353,348.071259,335.320496,71.746536,340.17395,377.85083,48.982212,311.475403,366.036041,47.662838,2
158,'2018/07/12 22:09:03:387',5,379.83313,383.204102,51.676804,441.708374,341.247986,68.961685,347.757629,335.230225,71.748337,339.979797,377.849915,48.960289,311.265442,366.088531,47.657127,2
159,'2018/07/12 22:09:03:443',5,379.452972,383.469421,51.633163,441.636047,341.631226,68.956871,347.763855,335.451294,71.746735,339.937378,377.831146,48.955814,311.228821,366.139221,47.661545,2
160,'2018/07/12 22:09:03:501',5,378.644592,384.402161,51.632198,441.802643,343.030518,68.954758,347.995697,336.941437,71.730049,339.844543,378.332001,49.028755,311.245819,366.682983,47.715042,2
161,'2018/07/12 22:09:03:560',5,377.88205,386.162781,51.762318,442.475372,345.813782,68.923882,348.812103,339.277832,71.69455,339.30838,379.688232,49.184696,311.049316,367.920227,47.817749,2
162,'2018/07/12 22:09:03:616',5,376.890717,386.833618,51.805836,442.366943,347.404694,68.889603,348.577148,340.471924,71.659218,338.776581,380.055054,49.204594,310.595703,368.328979,47.82486,2
163,'2018/07/12 22:09:03:672',5,375.919373,386.661011,51.825859,441.504303,347.086365,68.924133,347.555298,340.168915,71.670837,338.118561,379.872559,49.209499,309.916687,368.207886,47.826012,2
164,'2018/07/12 22:09:03:727',5,375.589081,384.221252,51.813774,439.038605,344.016846,68.954483,344.688171,337.512878,71.643097,336.944519,377.673676,49.132694,308.554535,366.163269,47.737026,2
165,'2018/07/12 22:09:03:783',5,376.475891,381.509094,51.771622,437.650848,340.4953,69.014404,343.197723,333.922974,71.685791,336.570892,375.2677,49.070568,307.994629,363.867859,47.669716,2
166,'2018/07/12 22:09:03:841',5,379.003021,379.132477,51.757801,436.644623,336.837219,69.067207,342.18161,330.760712,71.73999,336.690887,373.012848,48.941261,307.753296,361.84552,47.597504,2
167,'2018/07/12 22:09:03:899',5,379.576599,378.331879,51.74897,436.178802,334.882141,69.121521,341.843231,329.723877,71.769577,336.951385,372.280762,48.938694,307.890381,361.161438,47.583611,2
168,'2018/07/12 22:09:03:956',5,379.58432,378.05249,51.71257,435.39093,333.576172,69.154121,341.028137,328.853302,71.766541,337.009705,371.750641,48.925297,307.870483,360.689392,47.547295,2
169,'2018/07/12 22:09:04:013',5,379.069214,378.393768,51.695583,434.810913,333.311035,69.167343,340.290436,328.66098,71.759926,336.835938,371.734253,48.923813,307.634796,360.72583,47.538815,2
170,'2018/07/12 22:09:04:071',5,376.817871,379.696808,51.734009,432.698151,334.709869,69.184708,338.035767,329.61322,71.751747,335.044189,372.701172,49.000008,305.870453,361.760986,47.571815,2
171,'2018/07/12 22:09:04:130',5,373.929291,381.823029,51.90781,430.562378,337.715576,69.18644,335.965393,332.124359,71.721664,332.121185,374.601563,49.299736,303.334534,363.569641,47.720833,2
172,'2018/07/12 22:09:04:187',5,372.558228,384.10611,51.979553,430.651703,341.31488,69.172287,336.079681,335.43515,71.73658,330.709595,376.644104,49.42334,302.190491,365.383484,47.821625,2
173,'2018/07/12 22:09:04:241',5,371.700348,386.398499,52.115311,431.655701,345.485474,69.149757,337.10498,338.989014,71.760208,329.845581,378.813782,49.571434,301.667023,367.269653,47.947781,2
174,'2018/07/12 22:09:04:300',5,371.437073,387.482391,52.21685,432.453644,347.538605,69.157501,337.853638,340.538086,71.789726,329.526794,379.958466,49.660332,301.58667,368.177917,48.029041,2
175,'2018/07/12 22:09:04:358',5,371.344086,388.185272,52.320293,432.935913,348.486145,69.213043,338.25,341.207397,71.834747,329.516266,380.826111,49.727711,301.744354,368.848816,48.095089,2
176,'2018/07/12 22:09:04:413',5,371.828247,388.109741,52.394016,433.491516,348.225037,69.295593,338.521545,341.178284,71.897934,329.999817,380.773499,49.764786,302.244263,368.787537,48.141888,2
177,'2018/07/12 22:09:04:470',5,373.942566,386.571594,52.466263,434.051208,346.126129,69.533188,338.876617,339.77533,72.142792,331.88092,379.50769,49.828808,303.704712,367.726501,48.233387,2
178,'2018/07/12 22:09:04:522',5,375.610199,384.768127,52.491913,434.220825,343.397003,69.730896,339.526703,337.805298,72.373192,333.207275,377.815125,49.784069,304.551239,366.234344,48.271946,2
179,'2018/07/12 22:09:04:578',5,376.732941,383.613129,52.45406,434.271942,341.362427,69.831718,340.444153,335.698547,72.536064,333.808197,376.446503,49.726997,304.869598,365.046387,48.250221,2
180,'2018/07/12 22:09:04:629',5,376.701233,383.410309,52.426323,434.237732,340.751343,69.870018,340.427673,334.858765,72.580406,333.971527,376.052734,49.740078,304.984833,364.699036,48.259674,2
181,'2018/07/12 22:09:04:684',5,376.878296,383.85907,52.381664,434.161774,340.818634,69.877197,339.941376,334.826965,72.586395,333.975891,376.153381,49.715511,304.938721,364.876282,48.244244,2
182,'2018/07/12 22:09:04:739',5,374.582733,385.404388,52.267738,432.269897,342.251984,69.873489,337.312988,336.062195,72.551186,332.582153,377.249878,49.581818,303.467224,366.072021,48.171299,2
183,'2018/07/12 22:09:04:792',5,370.180145,387.247711,52.14642,429.580719,344.511658,69.838142,333.914673,337.76355,72.485809,329.536804,378.509064,49.466404,300.594177,367.321869,48.098988,2
184,'2018/07/12 22:09:04:847',5,366.545715,389.159607,52.044334,427.963593,346.854126,69.741714,331.477448,339.868164,72.401268,326.958984,379.875732,49.334103,298.108582,368.716919,47.981857,2
185,'2018/07/12 22:09:04:903',5,365.423553,390.880554,52.030766,428.053589,350.138855,69.527054,330.716461,342.565002,72.236649,325.644836,381.374298,48.930172,296.932098,370.268066,47.604782,2
186,'2018/07/12 22:09:04:960',5,365.980103,392.488251,52.019093,428.071106,353.121277,69.34079,330.037598,345.565735,72.058884,325.738434,382.443237,48.023132,296.714386,371.740723,47.063095,2
187,'2018/07/12 22:09:05:016',5,365.954193,393.732666,51.980118,427.654907,354.936646,69.240211,329.202545,347.713531,71.938072,325.777771,383.598999,47.527321,296.783905,372.930206,46.591248,2
188,'2018/07/12 22:09:05:074',5,364.637177,394.194885,51.936581,427.117249,355.596375,69.161423,328.045837,348.172302,71.817245,325.798615,384.067261,46.977852,296.911316,373.423737,46.080162,2
189,'2018/07/12 22:09:05:131',5,362.529388,393.004089,51.686893,426.593842,354.212769,68.939484,327.237976,346.912384,71.568779,324.839264,383.018982,46.655453,296.118408,372.247894,45.767262,2
190,'2018/07/12 22:09:05:184',5,363.813446,390.519958,51.506687,427.142181,350.594116,68.891975,327.347229,343.956329,71.493973,326.386902,380.891693,46.515892,297.489075,370.21936,45.626404,2
191,'2018/07/12 22:09:05:241',5,368.360291,386.430969,51.300888,429.76181,344.151184,68.691368,329.654114,338.47168,71.260284,330.821533,378.110016,46.424362,301.692932,368.08136,45.577148,2
192,'2018/07/12 22:09:05:297',5,371.148315,384.989868,51.172184,431.929169,342.230194,68.496254,331.90741,336.430725,71.053268,333.144775,377.203186,46.283569,304.075531,367.285706,45.477993,2
193,'2018/07/12 22:09:05:353',5,375.623138,385.571564,50.89835,434.601471,341.714264,68.293251,334.661102,335.851135,70.830124,335.919098,377.576477,46.134785,306.993042,367.569702,45.362839,2
194,'2018/07/12 22:09:05:409',5,380.610382,387.869446,50.570156,437.892426,343.059875,68.072609,338.005005,336.740936,70.651352,338.270172,378.657104,45.921486,309.437561,368.398254,45.185783,2
195,'2018/07/12 22:09:05:466',5,380.327545,391.622803,50.114429,439.825958,346.076935,67.79451,339.769226,338.825012,70.379051,339.241547,380.655731,45.606739,310.614166,370.135529,44.892937,2
196,'2018/07/12 22:09:05:521',5,380.448059,394.148438,49.819782,439.740845,349.042725,67.539978,339.697113,341.893005,70.151558,338.950867,381.973389,45.217545,310.141541,371.530701,44.566967,2
197,'2018/07/12 22:09:05:577',5,381.287292,396.014435,49.695156,438.538239,351.796417,67.324524,338.785858,344.255798,69.967354,336.899567,382.507996,44.891117,308.134949,372.185608,44.227455,2
198,'2018/07/12 22:09:05:635',5,384.385071,395.671753,49.852489,437.256409,353.004822,67.240616,337.651154,345.196411,69.889412,335.237366,382.532684,44.729786,306.553009,372.307434,44.072807,2
199,'2018/07/12 22:09:05:691',5,388.124908,394.933502,50.029266,436.333618,353.7323,67.156952,337.035736,345.663818,69.827759,333.616425,382.509033,44.667778,305.064117,372.150391,44.00222,2
200,'2018/07/12 22:09:05:745',5,387.871094,394.739105,50.033936,435.9534,353.963654,67.11087,336.951782,345.96344,69.798431,332.93457,382.433167,44.648033,304.420532,372.071014,43.978687,2
201,'2018/07/12 22:09:05:803',5,387.493591,394.649109,50.045742,436.510223,354.526489,67.021545,337.657288,346.53241,69.738319,332.915161,382.623718,44.579384,304.437134,372.225922,43.920017,2
202,'2018/07/12 22:09:05:858',5,388.136383,395.247498,49.985237,438.317169,355.461487,66.910675,339.669006,347.389984,69.673149,334.046478,383.184998,44.518646,305.575867,372.789703,43.881645,2
203,'2018/07/12 22:09:05:915',5,388.332275,396.142456,49.89706,440.44931,356.411469,66.820793,341.864624,348.266479,69.618111,335.536438,383.605957,44.427113,307.07782,373.245117,43.828995,2
204,'2018/07/12 22:09:05:972',5,386.970306,396.550354,49.848473,441.232941,356.819122,66.782486,342.571472,348.871094,69.57679,336.106354,383.689758,44.360195,307.664307,373.349426,43.784538,2
205,'2018/07/12 22:09:08:427',6,361.226135,392.006195,47.905502,438.619141,349.639587,66.265656,336.984985,343.045349,68.92421,335.401947,378.936157,44.179939,306.251556,368.783325,43.706699,2
206,'2018/07/12 22:09:08:485',6,360.775757,393.143372,47.945038,439.439392,351.525085,66.219521,338.206604,344.711151,68.901199,335.632935,379.975555,44.141758,306.735474,369.732758,43.579155,2
207,'2018/07/12 22:09:08:543',6,359.956909,396.021667,47.963982,442.588501,356.611938,66.07032,341.788116,348.690704,68.904213,335.726288,382.685852,44.122509,307.362671,372.303925,43.592789,2
208,'2018/07/12 22:09:08:597',6,359.697021,397.025726,47.953648,443.762543,358.344604,66.016922,342.808777,350.164978,68.898392,335.928436,383.766235,44.110416,307.759155,373.348633,43.584923,2
209,'2018/07/12 22:09:08:654',6,358.972534,396.977264,47.968002,443.957001,358.27832,66.079109,342.1745,350.12915,68.988869,335.750305,383.81131,44.05143,307.556885,373.319824,43.556549,2
210,'2018/07/12 22:09:08:712',6,358.525574,395.120911,47.989521,443.682709,355.104889,66.256058,340.475769,347.269775,69.198723,335.189087,381.748413,44.010807,306.740204,371.400543,43.565735,2
211,'2018/07/12 22:09:08:766',6,358.543518,393.15741,47.862843,443.415894,351.43512,66.342361,339.683136,344.363892,69.25386,335.192902,379.441895,43.941631,306.643646,369.138062,43.513443,2
212,'2018/07/12 22:09:08:822',6,359.558807,392.216125,47.838337,443.385529,348.96167,66.401306,339.703308,342.668976,69.254196,335.39093,378.112915,43.916656,306.835754,367.769409,43.538307,2
213,'2018/07/12 22:09:08:877',6,359.504364,391.025085,47.849457,443.114563,347.00412,66.343163,339.965759,340.829956,69.161835,334.912903,376.941406,43.864094,306.488708,366.520142,43.511536,2
214,'2018/07/12 22:09:08:932',6,360.356262,390.187286,47.917603,443.067352,345.99408,66.305984,340.051239,339.8703,69.120773,334.868042,376.458588,43.837864,306.411469,366.062317,43.497147,2
215,'2018/07/12 22:09:08:989',6,360.596924,389.566101,48.003822,442.428589,345.496002,66.316437,339.409302,339.341553,69.116478,334.578979,376.252258,43.866604,306.061279,365.913818,43.548386,2
216,'2018/07/12 22:09:09:043',6,360.155396,389.742126,48.062004,441.228668,345.994507,66.288826,338.235748,339.811462,69.083832,334.318848,376.908295,43.903996,305.608734,366.69519,43.56295,2
217,'2018/07/12 22:09:09:101',6,359.84967,391.381653,48.038784,440.635468,348.597778,66.133636,337.78833,341.921143,68.996742,333.766663,378.710388,43.879665,304.964478,368.60672,43.48959,2
218,'2018/07/12 22:09:09:156',6,358.892487,392.748749,48.027344,440.921478,351.103149,66.037399,338.175568,344.339142,68.899033,333.52002,380.05307,43.872478,304.963074,369.884369,43.455025,2
219,'2018/07/12 22:09:09:211',6,358.448425,393.254089,48.047489,440.935364,352.605133,65.998657,338.329285,345.345642,68.870918,333.401794,380.723175,43.891869,305.025635,370.469147,43.442585,2
220,'2018/07/12 22:09:09:267',6,358.992035,393.378052,48.133831,440.95694,352.736389,66.030319,338.356171,345.522797,68.912674,333.257568,380.791168,43.909443,304.909088,370.50589,43.45071,2
221,'2018/07/12 22:09:09:325',6,359.707458,392.430908,48.269032,441.010132,350.833557,66.271263,338.241882,344.036804,69.130547,332.857025,379.046967,43.972206,304.639587,368.669678,43.583023,2
222,'2018/07/12 22:09:09:379',6,360.509735,390.924377,48.264305,440.821075,348.149017,66.423126,337.681763,341.288879,69.247337,333.639893,377.189026,43.976189,305.280518,366.842834,43.56366,2
223,'2018/07/12 22:09:09:433',6,361.518799,389.728241,48.178799,440.599548,345.823181,66.460327,337.325195,339.233765,69.249344,334.48764,375.710815,43.875965,305.928833,365.55069,43.470974,2
224,'2018/07/12 22:09:09:484',6,362.158203,389.133972,48.078342,440.354797,344.12851,66.477631,337.114929,337.792908,69.244926,335.115845,374.869476,43.819485,306.32782,364.84021,43.432129,2
225,'2018/07/12 22:09:09:539',6,361.990753,388.921082,47.998852,440.055939,343.532471,66.478104,336.768951,337.093811,69.236389,335.495026,374.613464,43.809723,306.492645,364.699158,43.44968,2
226,'2018/07/12 22:09:09:595',6,361.690796,390.130798,47.860401,439.828461,344.5177,66.44722,336.076721,338.530884,69.161667,336.851227,376.119232,43.792374,307.551636,366.458557,43.385994,2
227,'2018/07/12 22:09:09:650',6,361.008881,392.750977,47.820934,439.910431,347.87616,66.328339,336.320526,341.316467,69.080688,336.312225,378.746948,43.751038,307.072021,369.049011,43.329098,2
228,'2018/07/12 22:09:09:708',6,359.839172,394.710114,47.778954,440.554993,351.100586,66.214928,337.288788,344.221802,69.048149,335.192169,380.580444,43.722935,306.143921,370.756104,43.334381,2
229,'2018/07/12 22:09:09:763',6,359.039612,395.251587,47.782017,440.738068,352.264893,66.186752,337.573425,345.354126,69.042999,334.556824,381.328369,43.824345,305.651428,371.390259,43.436501,2
230,'2018/07/12 22:09:09:815',6,358.284821,395.110382,47.781998,440.527771,352.326294,66.205666,337.30777,345.275146,69.085297,333.802124,381.252441,43.870911,304.953125,371.188171,43.476219,2
231,'2018/07/12 22:09:09:872',6,358.345123,393.791199,47.759808,440.098877,350.640442,66.312744,336.837677,343.6604,69.17971,333.308655,379.721802,43.861359,304.51944,369.525757,43.453079,2
232,'2018/07/12 22:09:09:930',6,358.061951,392.095154,47.740723,439.992096,347.895966,66.438065,336.518829,341.21405,69.237083,333.481689,377.900757,43.850269,304.779053,367.647797,43.441738,2
233,'2018/07/12 22:09:09:985',6,357.860779,390.68158,47.680805,440.21759,345.959869,66.443985,336.589355,339.365784,69.190308,334.282684,376.663696,43.808037,305.548126,366.422424,43.392551,2
234,'2018/07/12 22:09:10:041',6,357.628357,389.904785,47.627457,440.717438,345.145081,66.432281,337.100677,338.477966,69.176018,334.856812,376.132141,43.80637,305.967834,365.94342,43.474728,2
235,'2018/07/12 22:09:10:097',6,356.501526,389.73642,47.548244,441.321594,345.364502,66.418221,337.549774,338.528564,69.169685,335.511444,376.394562,43.858536,306.534485,366.258362,43.519569,2
236,'2018/07/12 22:09:10:151',6,355.247437,390.139893,47.450195,441.468842,346.449829,66.386787,337.837189,339.683624,69.141998,336.425049,377.360779,43.869934,307.250793,367.373077,43.508091,2
237,'2018/07/12 22:09:10:210',6,352.673309,391.334839,47.355392,440.694336,348.549774,66.341637,337.217651,341.587097,69.118256,335.710327,378.939392,43.891514,306.50647,368.966492,43.477909,2
238,'2018/07/12 22:09:10:268',6,351.275757,392.305176,47.343666,440.132568,350.321045,66.284142,336.768036,342.996002,69.120544,334.336182,379.86731,43.899265,305.196106,369.857483,43.468777,2
239,'2018/07/12 22:09:10:323',6,350.763733,392.613007,47.346077,440.009705,350.976074,66.265808,336.686066,343.601929,69.122162,333.701538,380.172211,43.939922,304.644806,370.102997,43.509052,2
240,'2018/07/12 22:09:10:380',6,350.261047,392.562378,47.326599,440.033112,350.97052,66.287476,336.699036,343.633545,69.140717,333.292236,379.983429,43.927372,304.385223,369.787048,43.46394,2
241,'2018/07/12 22:09:10:434',6,350.251465,391.350983,47.349026,440.262238,349.677002,66.380234,336.781738,342.497192,69.20063,333.309326,378.730469,43.945122,304.542603,368.428101,43.482128,2
242,'2018/07/12 22:09:10:491',6,350.031311,389.580139,47.372017,440.663147,347.479431,66.468666,336.948181,340.457031,69.262215,333.377747,376.937103,43.971367,304.724426,366.570068,43.525902,2
243,'2018/07/12 22:09:10:546',6,350.782532,388.136566,47.39352,440.888306,345.530823,66.486633,337.059479,338.602997,69.272713,333.782288,375.48645,43.964958,305.045197,365.152405,43.544289,2
244,'2018/07/12 22:09:10:602',6,351.554626,387.802551,47.434074,440.85434,345.008728,66.481918,337.075714,338.058136,69.263275,333.982422,375.146179,43.947163,305.170166,364.85611,43.554657,2
245,'2018/07/12 22:09:10:655',6,351.865662,387.937042,47.431587,440.999573,345.116119,66.469971,337.420105,338.126312,69.241806,334.391541,375.371948,43.959263,305.523163,365.130798,43.59058,2
246,'2018/07/12 22:09:10:711',6,352.249573,388.625244,47.47398,441.68045,346.626648,66.419487,338.515076,339.186218,69.199615,335.092255,376.266846,44.004303,306.216675,366.078796,43.677914,2
247,'2018/07/12 22:09:10:767',6,351.737061,389.029053,47.481155,442.178528,347.258545,66.406387,339.159729,339.889221,69.177094,335.444275,376.950409,44.087929,306.626312,366.708618,43.738914,2
248,'2018/07/12 22:09:10:824',6,351.70929,389.716797,47.528633,442.650879,348.427185,66.389107,339.747986,340.96756,69.155571,335.698425,378.033112,44.34864,307.051483,367.635437,43.863503,2
249,'2018/07/12 22:09:10:882',6,352.256927,389.933411,47.598358,442.476746,348.825134,66.387085,339.599609,341.338684,69.149635,335.576935,378.353668,44.383186,306.930908,367.94516,43.894066,2
250,'2018/07/12 22:09:10:940',6,353.550934,389.990662,47.724735,441.961182,349.066589,66.384689,339.129395,341.564026,69.169197,334.794464,378.368744,44.312572,306.100616,368.015625,43.888805,2
251,'2018/07/12 22:09:10:997',6,355.851776,389.974976,47.921844,441.660217,349.205566,66.389626,338.847382,341.690979,69.189621,334.275452,378.400879,44.313919,305.579895,368.037354,43.905067,2
252,'2018/07/12 22:09:11:051',6,367.558777,390.410583,48.710503,441.670197,349.424011,66.39621,338.873596,341.906036,69.200729,334.230011,378.588623,44.335911,305.594543,368.153503,43.861458,2
253,'2018/07/12 22:09:11:107',6,370.761719,390.696747,48.91758,441.883453,349.692871,66.418877,339.104401,342.162781,69.226051,334.456055,378.808167,44.357491,305.815338,368.358459,43.874111,2
